dir,survey,period,file,status,n_vars,concept,candidate_variables
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,monthly_earnings,ingtot
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,hours,
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,weight,
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,psu,conglome
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,stratum,estrato
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,geography,dominio
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,month_year,
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,industry,
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,occupation,
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,household_id,vivienda|hogar
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,person_id,codperso
746_trim_jun_jul_ago21,EPE,2021-06,Trim Jun-Jul-Ago21.csv,ok,103,panel_rotation,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,employment_indicator,ocu200
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,age,p208b1|p208b2|p208b3
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,sex,p207a|p207b
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,dependent_worker,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,self_employment,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,informality,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,monthly_earnings,ingtot
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,hours,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,weight,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,psu,conglome
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,stratum,estrato
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,geography,dominio
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,month_year,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,industry,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,occupation,
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,household_id,vivienda|hogar
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,person_id,codperso
747_trim_jul_ago_set21,EPE,2021-07,Trim Jul-Ago-Set21.csv,ok,103,panel_rotation,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,employment_indicator,ocu200
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,age,p208b1|p208b2|p208b3
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,sex,p207a|p207b
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,dependent_worker,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,self_employment,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,informality,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,monthly_earnings,ingtot
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,hours,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,weight,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,psu,conglome
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,stratum,estrato
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,geography,dominio
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,month_year,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,industry,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,occupation,
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,household_id,vivienda|hogar
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,person_id,codperso
748_trim_ago_set_oct21,EPE,2021-08,Trim Ago-Set-Oct21.csv,ok,103,panel_rotation,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,employment_indicator,ocu200
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,age,p208b1|p208b2|p208b3
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,sex,p207a|p207b
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,dependent_worker,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,self_employment,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,informality,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,monthly_earnings,ingtot
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,hours,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,weight,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,psu,conglome
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,stratum,estrato
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,geography,dominio
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,month_year,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,industry,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,occupation,
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,household_id,vivienda|hogar
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,person_id,codperso
750_trim_set_oct_nov21,EPE,2021-09,Trim Set-Oct-Nov21.csv,ok,103,panel_rotation,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,employment_indicator,ocu200
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,age,p208b1|p208b2|p208b3
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,sex,p207a|p207b
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,dependent_worker,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,self_employment,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,informality,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,monthly_earnings,ingtot
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,hours,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,weight,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,psu,conglome
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,stratum,estrato
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,geography,dominio
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,month_year,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,industry,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,occupation,
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,household_id,vivienda|hogar
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,person_id,codperso
751_trim_oct_nov_dic21,EPE,2021-10,Trim Oct-Nov-Dic21.csv,ok,103,panel_rotation,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,employment_indicator,ocu200
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,age,p208b1|p208b2|p208b3
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,sex,p207a|p207b
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,dependent_worker,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,self_employment,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,informality,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,monthly_earnings,ingtot
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,hours,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,weight,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,psu,conglome
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,stratum,estrato
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,geography,dominio
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,month_year,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,industry,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,occupation,
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,household_id,vivienda|hogar
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,person_id,codperso
752_trim_nov_dic_ene22,EPE,2021-11,Trim Nov-Dic-Ene22.csv,ok,103,panel_rotation,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,employment_indicator,ocu200
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,age,p208b1|p208b2|p208b3
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,sex,p207a|p207b
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,dependent_worker,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,self_employment,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,informality,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,monthly_earnings,ingtot
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,hours,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,weight,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,psu,conglome
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,stratum,estrato
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,geography,dominio
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,month_year,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,industry,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,occupation,
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,household_id,vivienda|hogar
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,person_id,codperso
755_trim_dic_ene_feb22,EPE,2021-12,Trim Dic-Ene-Feb22.csv,ok,103,panel_rotation,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,employment_indicator,ocu200
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,age,p208b1|p208b2|p208b3
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,sex,p207a|p207b
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,dependent_worker,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,self_employment,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,informality,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,monthly_earnings,ingtot
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,hours,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,weight,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,psu,conglome
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,stratum,estrato
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,geography,dominio
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,month_year,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,industry,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,occupation,
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,household_id,vivienda|hogar
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,person_id,codperso
757_trim_ene_feb_mar22,EPE,2022-01,Trim Ene-Feb-Mar22.csv,ok,103,panel_rotation,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,employment_indicator,ocup300
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,age,c208
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,sex,c207
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,dependent_worker,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,self_employment,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,informality,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,monthly_earnings,ingtot|ingtotp
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,hours,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,weight,fac_t300
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,psu,conglomerado
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,stratum,estrato
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,geography,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,month_year,anio|mes
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,industry,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,occupation,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,household_id,hogar
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,person_id,
855_nacional_epen_trim_ene_feb_mar_2022,EPEN,2022-01,Nacional EPEN Trim. Ene-Feb-Mar 2022.csv,ok,128,panel_rotation,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,employment_indicator,ocu200
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,age,p208b1|p208b2|p208b3
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,sex,p207a|p207b
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,dependent_worker,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,self_employment,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,informality,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,monthly_earnings,ingtot
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,hours,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,weight,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,psu,conglome
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,stratum,estrato
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,geography,dominio
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,month_year,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,industry,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,occupation,
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,household_id,vivienda|hogar
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,person_id,codperso
762_trim_feb_mar_abr22,EPE,2022-02,Trim Feb-Mar-Abr22.csv,ok,103,panel_rotation,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,employment_indicator,ocu200
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,age,p208b1|p208b2|p208b3
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,sex,p207a|p207b
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,dependent_worker,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,self_employment,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,informality,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,monthly_earnings,ingtot
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,hours,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,weight,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,psu,conglome
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,stratum,estrato
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,geography,dominio
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,month_year,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,industry,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,occupation,
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,household_id,vivienda|hogar
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,person_id,codperso
764_trim_mar_abr_may22,EPE,2022-03,Trim Mar-Abr-May22.csv,ok,103,panel_rotation,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,employment_indicator,ocup300
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,age,c208
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,sex,c207
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,dependent_worker,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,self_employment,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,informality,informal_p
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,monthly_earnings,ingtot|ingtotp
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,hours,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,weight,fac300_anual
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,psu,conglomerado
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,stratum,estrato
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,geography,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,month_year,anio|mes
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,industry,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,occupation,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,household_id,hogar
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,person_id,
796_06_cajamarca_epen_2022,EPEN,2022-03,06 Cajamarca EPEN 2022.csv,ok,131,panel_rotation,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,employment_indicator,ocup300
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,age,c208
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,sex,c207
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,dependent_worker,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,self_employment,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,informality,informal_p
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,monthly_earnings,ingtot|ingtotp
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,hours,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,weight,fac300_anual
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,psu,conglomerado
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,stratum,estrato
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,geography,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,month_year,anio|mes
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,industry,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,occupation,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,household_id,hogar
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,person_id,
811_22_san_mart_n_epen_2022,EPEN,2022-03,22 San Martín EPEN 2022.csv,ok,131,panel_rotation,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,employment_indicator,ocu200
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,age,p208b1|p208b2|p208b3
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,sex,p207a|p207b
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,dependent_worker,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,self_employment,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,informality,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,monthly_earnings,ingtot
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,hours,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,weight,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,psu,conglome
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,stratum,estrato
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,geography,dominio
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,month_year,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,industry,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,occupation,
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,household_id,vivienda|hogar
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,person_id,codperso
766_trim_abr_may_jun22,EPE,2022-04,Trim Abr-May-Jun22.csv,ok,103,panel_rotation,
